0,9727.0,7066373.69
20,24601.0,17871888.47
26,2.0,1452.94
28,2.0,1452.94
32,3.0,2179.41
33,11.0,7991.17
34,21.0,15255.87
40,71471.0,51921537.37
41,9.0,6538.23
42,5.0,3632.35
43,2.0,1452.94
44,2.0,1452.94
45,20.0,14529.4
46,23.0,16708.81
47,4.0,2905.88
48,12.0,8717.64
49,1.0,726.47
50,13.0,9444.11
51,9.0,6538.23
52,36.0,26152.92
53,208.0,151105.76
54,267.0,193967.49
60,701665.0,509738572.55
61,347.0,252085.09
62,313.0,227385.11
63,39.0,28332.33
64,56.0,40682.32
65,210.0,152558.7
66,894.0,649464.18
67,443.0,321826.21
68,718.0,521605.46
69,99.0,71920.53
70,239.0,173626.33
71,561.0,407549.67
72,1056.0,767152.32
73,3745.0,2720630.15
74,3899.0,2832506.53
80,193640.0,140673650.8
81,129.0,93714.63
82,146.0,106064.62
83,26.0,18888.22
84,27.0,19614.69
85,94.0,68288.18
86,311.0,225932.17
87,223.0,162002.81
88,293.0,212855.71
89,38.0,27605.86
90,121.0,87902.87
91,196.0,142388.12
92,300.0,217941.0
93,1098.0,797664.06
94,1093.0,794031.71
100,958683.0,696454439.01
101,1097.0,796937.59
102,1169.0,849243.43
103,168.0,122046.96
104,181.0,131491.07
105,808.0,586987.76
106,2255.0,1638189.85
107,1688.0,1226281.36
108,2159.0,1568448.73
109,200.0,145294.0
110,767.0,557202.49
111,1691.0,1228460.77
112,2763.0,2007236.61
113,5022.0,3648332.34
114,5354.0,3889520.38
120,7814362.0,5676899562.14
121,5333.0,3874264.51
122,8870.0,6443788.9
123,1005.0,730102.35
124,980.0,711940.6
125,8204.0,5959959.88
126,14718.0,10692185.46
127,15483.0,11247935.01
128,15239.0,11070676.33
129,1835.0,1333072.45
130,9720.0,7061288.4
131,12381.0,8994425.07
132,20754.0,15077158.38
133,22637.0,16445101.39
134,23527.0,17091659.69
140,7194539.0,5226616747.33
141,3147.0,2286201.09
142,5409.0,3929476.23
143,966.0,701770.02
144,326.0,236829.22
145,8588.0,6238924.36
146,9026.0,6557118.22
147,9929.0,7213120.63
148,10634.0,7725281.98
149,2431.0,1766048.57
150,25708.0,18676090.76
151,14998.0,10895597.06
152,13856.0,10065968.32
153,8949.0,6501180.03
154,15161.0,11014011.67
160,34486.0,25053044.42
161,309.0,224479.23
162,428.0,310929.16
163,57.0,41408.79
164,4.0,2905.88
165,353.0,256443.91
166,295.0,214308.65
167,163.0,118414.61
168,374.0,271699.78
169,187.0,135849.89
170,2812.0,2042833.64
171,938.0,681428.86
172,412.0,299305.64
173,33.0,23973.51
174,33.0,23973.51
